,ENSEMBL,logFC,AveExpr,t,P.Value,adj.P.Val,B
LSM6,ENSG00000164167,-0.024897937,8.815231248,-0.100817579,0.920340153,0.972078356,-7.31536734
SMOX,ENSG00000088826,-0.025070181,8.248278904,-0.115525707,0.908768551,0.970173206,-7.313733027
PWAR5,ENSG00000279192,-0.025094422,4.587962361,-0.111441432,0.911979926,0.970173206,-7.314209125
CIDEC,ENSG00000187288,-0.025130909,7.92194046,-0.120163625,0.905123757,0.970173206,-7.313171633
GOLPH3,ENSG00000113384,-0.025555245,10.03968117,-0.110759412,0.912516331,0.970173206,-7.314286959
CYFIP2,ENSG00000055163,-0.025770767,7.853622142,-0.095294562,0.924690093,0.973210514,-7.315923686
DNAAF2,ENSG00000165506,-0.025786073,6.188729796,-0.08042928,0.936409378,0.977611002,-7.317265505
HAND2-AS1,ENSG00000237125,-0.025793803,5.935099609,-0.108924825,0.913959432,0.970173206,-7.314493958
PKD2L1,ENSG00000107593,-0.025860912,7.830769623,-0.150158059,0.881606143,0.960441153,-7.309008101
IFNA8,ENSG00000120242,-0.025919887,4.375597511,-0.140988426,0.888785157,0.964072863,-7.310378875
UTY,ENSG00000183878,-0.025942475,6.701223745,-0.107688664,0.914931975,0.970173206,-7.314631487
IGF2-AS,ENSG00000099869,-0.025951432,6.57462233,-0.146581693,0.884404944,0.961213474,-7.309552991
OTOF,ENSG00000115155,-0.025959662,5.876534868,-0.180233017,0.858134825,0.954801789,-7.303907191
CLK1,ENSG00000013441,-0.025966201,6.787738461,-0.100066103,0.920931874,0.972308924,-7.315444879
BCLAF1,ENSG00000029363,-0.026027872,10.61132562,-0.082597894,0.934698752,0.977000845,-7.317083892
TMEM156,ENSG00000121895,-0.026047335,4.424163852,-0.138936116,0.890393268,0.965021181,-7.310673866
IL18BP,ENSG00000137496,-0.026124365,7.655262852,-0.122854154,0.90301031,0.969565525,-7.312835843
ASB1,ENSG00000065802,-0.026318144,8.773335594,-0.10698793,0.915483333,0.970173206,-7.314708751
ZNF717,ENSG00000227124,-0.026324929,5.759234408,-0.123931019,0.902164618,0.969565525,-7.312699364
ATP10B,ENSG00000118322,-0.02637634,7.939668611,-0.104851897,0.917164287,0.970394083,-7.314941162
S100A1,ENSG00000160678,-0.026405119,7.085419613,-0.148256083,0.883094405,0.960855235,-7.309299516
OR3A1,ENSG00000180090,-0.026468257,5.634773599,-0.165471322,0.869640221,0.958175681,-7.30652671
DPM3,ENSG00000179085,-0.026608691,8.572149331,-0.074119813,0.941388076,0.979309071,-7.317766432
MEN1,ENSG00000133895,-0.026620167,8.557098661,-0.127058801,0.89970895,0.969112794,-7.312296209
C8A,ENSG00000157131,-0.026645847,5.611332968,-0.150030443,0.881705987,0.960465644,-7.30902777
KIR2DL3,ENSG00000243772,-0.026686678,7.172791508,-0.111208318,0.912163264,0.970173206,-7.314235782
KRTAP1-3,ENSG00000221880,-0.026782341,4.821508601,-0.151188232,0.880800234,0.960441153,-7.308848712
CRTC1,ENSG00000105662,-0.026802467,8.243311706,-0.142119115,0.887899397,0.963284875,-7.310214509
FYB1,ENSG00000082074,-0.026981063,6.979790063,-0.11393357,0.91002023,0.970173206,-7.313920656
AKAP7,ENSG00000118507,-0.027001361,7.366024767,-0.124180579,0.901968648,0.969565525,-7.312667565
FAM131B,ENSG00000159784,-0.027088841,4.961164771,-0.156229477,0.876858327,0.960441153,-7.308053038
ALDH8A1,ENSG00000118514,-0.027214059,4.820628654,-0.151281786,0.880727052,0.960441153,-7.308834184
ADGRE3,ENSG00000131355,-0.027258215,5.643996554,-0.123957238,0.902144029,0.969565525,-7.312696026
EDN2,ENSG00000127129,-0.027259361,6.31140788,-0.148287384,0.883069909,0.960855235,-7.30929475
STX11,ENSG00000135604,-0.027285177,5.49550345,-0.102759913,0.918810953,0.971413117,-7.315164241
RNASE2,ENSG00000169385,-0.027299479,6.129180778,-0.118922867,0.906098627,0.970173206,-7.313323983
CEND1,ENSG00000184524,-0.027410628,7.613286242,-0.159424435,0.874361739,0.960261108,-7.30753528
SPIN2A,ENSG00000147059,-0.027465338,5.970309871,-0.118319989,0.906572366,0.970173206,-7.313397438
IGKV1D-8,ENSG00000239819,-0.027611823,5.645489077,-0.089408715,0.929328397,0.974770997,-7.316482109
NUDT3,ENSG00000272325,-0.027774493,9.398746531,-0.10753915,0.915049613,0.970173206,-7.314648015
ARMC6,ENSG00000105676,-0.027813436,8.061362022,-0.1448752,0.885740951,0.962081722,-7.309808367
HIVEP3,ENSG00000127124,-0.027847068,8.543066127,-0.100761475,0.920384329,0.972078356,-7.315373149
S100B,ENSG00000160307,-0.028076996,5.258638679,-0.115546043,0.908752565,0.970173206,-7.313730613
ZNF350,ENSG00000256683,-0.028189551,6.177158727,-0.11664883,0.907885736,0.970173206,-7.313599105
RNF186,ENSG00000178828,-0.028189873,5.971086934,-0.152493946,0.879778954,0.960441153,-7.308645128
TRAV13-1,ENSG00000211788,-0.028438201,4.620411614,-0.148231153,0.883113916,0.960855235,-7.309303311
FGF20,ENSG00000078579,-0.028441671,4.587773703,-0.202789646,0.840615701,0.951493224,-7.299473316
SLIT1,ENSG00000187122,-0.028528781,6.534289651,-0.116533527,0.907976362,0.970173206,-7.313612913
NKX3-2,ENSG00000109705,-0.028682245,5.966034567,-0.167284021,0.868225775,0.957561579,-7.306217066
REXO4,ENSG00000148300,-0.028694764,8.562402417,-0.10774624,0.914886674,0.970173206,-7.314625116
RABL6,ENSG00000196642,-0.028724979,8.20894472,-0.132240326,0.895643085,0.966900457,-7.311606252
N4BP2L1,ENSG00000139597,-0.028845955,7.386631603,-0.10924002,0.913711476,0.970173206,-7.31445864
B3GAT1,ENSG00000109956,-0.028867477,7.29734419,-0.132917254,0.895112119,0.966590748,-7.31151408
EEF1AKMT3,ENSG00000123427,-0.028914808,6.669430023,-0.109744861,0.913314349,0.970173206,-7.314401859
ZNF549,ENSG00000121406,-0.029003962,4.95586683,-0.130005239,0.897396578,0.968015942,-7.311907248
RNF121,ENSG00000137522,-0.029057666,7.560908993,-0.130866557,0.896720785,0.967626488,-7.311791862
TSPAN7,ENSG00000156298,-0.029083419,7.217626484,-0.111821234,0.911681231,0.970173206,-7.314165574
UFD1,ENSG00000070010,-0.029120919,9.463952457,-0.117726399,0.90703884,0.970173206,-7.313469398
YTHDC1,ENSG00000083896,-0.029148118,10.82663968,-0.122972275,0.90291754,0.969565525,-7.31282093
IL10,ENSG00000136634,-0.029217133,5.430274663,-0.166341862,0.868960885,0.957721754,-7.306378425
SLC9A2,ENSG00000115616,-0.029310227,6.09035295,-0.179426421,0.858762701,0.954801789,-7.30405609
RP2,ENSG00000102218,-0.029346996,4.494842786,-0.128569361,0.898523346,0.96840474,-7.312097912
PPFIA4,ENSG00000143847,-0.029470152,6.295860955,-0.101233635,0.920012566,0.971972282,-7.315324161
ETNPPL,ENSG00000164089,-0.029488857,5.072031855,-0.112142006,0.911428971,0.970173206,-7.314128677
CDK5RAP1,ENSG00000101391,-0.029514855,8.88247217,-0.127921821,0.899031556,0.968647482,-7.312183204
ABO,ENSG00000175164,-0.029525618,7.361866707,-0.136756588,0.89210158,0.96547024,-7.310982413
IL5RA,ENSG00000091181,-0.029698407,6.775183331,-0.133266325,0.894838336,0.966590748,-7.311466366
PITX1-AS1,ENSG00000224186,-0.029727592,7.795326774,-0.123026202,0.902875187,0.969565525,-7.312814118
NOC2L,ENSG00000188976,-0.029860613,8.781758772,-0.085325679,0.932547495,0.976059912,-7.316848592
CDX4,ENSG00000131264,-0.029937698,6.357157043,-0.140629766,0.889066154,0.964158702,-7.310430739
TMEM265,ENSG00000281991,-0.029972824,8.199993705,-0.138088133,0.891057854,0.965186317,-7.310794491
RHEX,ENSG00000263961,-0.029996649,7.233271652,-0.174179571,0.862849264,0.955610054,-7.305008405
IGFBP1,ENSG00000146678,-0.030261435,4.373582305,-0.160461176,0.873551895,0.960237554,-7.307365022
PXMP4,ENSG00000101417,-0.030286745,8.37153486,-0.107930813,0.914741455,0.970173206,-7.31460467
GCNT2,ENSG00000111846,-0.030305637,5.208482724,-0.175353085,0.861934922,0.955120679,-7.304797858
HGF,ENSG00000019991,-0.030307834,7.378340809,-0.116918437,0.907673833,0.970173206,-7.313566764
PDE4D,ENSG00000113448,-0.030344548,6.113385887,-0.220593348,0.826845797,0.946188264,-7.295605948
HMHB1,ENSG00000158497,-0.030363028,5.521865398,-0.129774929,0.897577293,0.968015942,-7.311937972
KRT31,ENSG00000094796,-0.03044574,5.883629415,-0.160415916,0.873587247,0.960237554,-7.307372478
SLC25A42,ENSG00000181035,-0.030453221,4.901293378,-0.148269168,0.883084165,0.960855235,-7.309297524
ACSL5,ENSG00000197142,-0.030505661,6.922963803,-0.117519265,0.907201625,0.970173206,-7.313494423
ZNF749,ENSG00000186230,-0.030575114,4.688777233,-0.134905147,0.893553151,0.965954213,-7.311240686
NR1I2,ENSG00000144852,-0.030620063,7.036091682,-0.165681997,0.869475809,0.95814188,-7.306490896
CASS4,ENSG00000087589,-0.030625512,5.175855415,-0.153182831,0.879240219,0.960441153,-7.308537014
FKBPL,ENSG00000204315,-0.030879995,7.25933184,-0.158182995,0.875331664,0.960441153,-7.307737704
PACC1,ENSG00000065600,-0.030919795,6.150005114,-0.138161455,0.891000386,0.965186317,-7.31078409
ZSCAN32,ENSG00000140987,-0.030953744,7.98598356,-0.098154952,0.92243694,0.972668991,-7.315639462
KLRD1,ENSG00000134539,-0.030955705,7.250432642,-0.091980067,0.92730174,0.973785755,-7.316242526
SLC8A1,ENSG00000183023,-0.030980138,7.67964554,-0.124138839,0.902001425,0.969565525,-7.312672888
TNFAIP1,ENSG00000109079,-0.031010099,9.167215853,-0.12704298,0.899721369,0.969112794,-7.312298274
SLC15A1,ENSG00000088386,-0.031087791,5.292971634,-0.17728547,0.860429731,0.954801789,-7.304448084
ARFIP2,ENSG00000132254,-0.031133056,9.444956498,-0.133592378,0.894582618,0.966410911,-7.311421685
MCFD2,ENSG00000180398,-0.031155986,7.955004089,-0.081121579,0.935863252,0.97729404,-7.317208053
TASL,ENSG00000120280,-0.031176317,5.940508384,-0.15356524,0.878941185,0.960441153,-7.308476789
NDOR1,ENSG00000188566,-0.03129444,7.750541249,-0.130301939,0.897163778,0.968015942,-7.311867587
GAST,ENSG00000184502,-0.031343804,6.649924244,-0.171504654,0.864934141,0.956668568,-7.305483052
GNA15,ENSG00000060558,-0.031376936,5.727023619,-0.131363782,0.896330697,0.967505406,-7.311724906
PDE6C,ENSG00000095464,-0.031378458,4.327278506,-0.179148089,0.858979385,0.954801789,-7.304107317
ADAMTSL2,ENSG00000197859,-0.031404454,5.415854772,-0.168704513,0.867117675,0.957396644,-7.305972065
ZNF710-AS1,ENSG00000259291,-0.031486534,6.779254037,-0.153302285,0.879146807,0.960441153,-7.308518218
SLC6A20,ENSG00000163817,-0.031614495,5.822343936,-0.134285682,0.894038909,0.966187761,-7.311326315
MIR622,ENSG00000283783,-0.031655152,5.057589936,-0.258416336,0.797782205,0.931754752,-7.286314295
HAND2,ENSG00000164107,-0.031764682,5.512569647,-0.217054971,0.829578189,0.947265744,-7.296400385
MFSD13A,ENSG00000138111,-0.031766736,7.587710892,-0.11677998,0.907782655,0.970173206,-7.313583382
GLRA1,ENSG00000145888,-0.032020708,5.003974422,-0.194355048,0.84715745,0.954026507,-7.301192257
SOX1,ENSG00000182968,-0.032036591,5.073494882,-0.168357432,0.867388401,0.957396644,-7.306032119
VHL,ENSG00000134086,-0.032328766,4.385854122,-0.179274884,0.858880672,0.954801789,-7.30408399
LINC02249,ENSG00000225930,-0.03237535,6.12331054,-0.157648938,0.875748978,0.960441153,-7.307824299
TMEM123,ENSG00000152558,-0.03237682,9.839336754,-0.09076317,0.928260798,0.974221707,-7.316356755
HR,ENSG00000168453,-0.03241505,7.535619396,-0.163087586,0.871500914,0.959045894,-7.306928772
SPRR1B,ENSG00000169469,-0.032433065,5.86048281,-0.130206764,0.897238454,0.968015942,-7.311880319
NCR2,ENSG00000096264,-0.032517585,8.265978701,-0.138045232,0.891091478,0.965186317,-7.310800574
AMELY,ENSG00000099721,-0.032540506,5.933897855,-0.245077351,0.808000843,0.936567228,-7.289758034
CGA,ENSG00000135346,-0.032647728,7.843717935,-0.091285115,0.92784943,0.973970845,-7.316307947
ANTXR1,ENSG00000169604,-0.032660604,6.957907864,-0.160139137,0.873803439,0.960237554,-7.307418027
ZNF544,ENSG00000198131,-0.032665155,8.745740592,-0.10981794,0.913256863,0.970173206,-7.314393618
COX4I1,ENSG00000131143,-0.032785638,11.65278083,-0.171580893,0.864874705,0.956668568,-7.305469626
HBQ1,ENSG00000086506,-0.032888615,6.568102863,-0.126845378,0.89987648,0.969207011,-7.312324038
SGMS1,ENSG00000198964,-0.032950823,5.858325578,-0.086554953,0.931578202,0.976059912,-7.316740056
GPR31,ENSG00000120436,-0.033099674,6.523056649,-0.145774178,0.885037101,0.961535873,-7.309674208
CDH12,ENSG00000154162,-0.033182149,5.14138255,-0.075442038,0.940344524,0.978939894,-7.317664843
BPNT1,ENSG00000162813,-0.033337458,4.938300785,-0.172547883,0.864120912,0.956065184,-7.30529881
GUCY2C,ENSG00000070019,-0.033468653,4.787463616,-0.184724693,0.854640111,0.954801789,-7.303065825
CRYBA4,ENSG00000196431,-0.033564068,6.394359252,-0.160219623,0.87374057,0.960237554,-7.307404789
PRICKLE3,ENSG00000012211,-0.03359759,5.433651803,-0.179055171,0.859051725,0.954801789,-7.3041244
ZNF362,ENSG00000160094,-0.033658486,5.095008447,-0.159270976,0.874481625,0.960261108,-7.307560388
HGH1,ENSG00000235173,-0.033733144,9.177164045,-0.169057077,0.866842689,0.957396644,-7.305910936
C1QL1,ENSG00000131094,-0.034029012,7.182760069,-0.178373447,0.859582507,0.954801789,-7.30424947
AFG3L2,ENSG00000141385,-0.034139235,9.250435075,-0.179129595,0.858993783,0.954801789,-7.304110718
OAZ1,ENSG00000104904,-0.034174975,12.57507859,-0.149286235,0.882288276,0.960588763,-7.30914214
ZNF614,ENSG00000142556,-0.034279905,7.198766421,-0.114992234,0.909187921,0.970173206,-7.313796185
XIAP,ENSG00000101966,-0.034335081,5.653454229,-0.180493735,0.857931895,0.954801789,-7.303858919
CRP,ENSG00000132693,-0.034369429,6.310221763,-0.153922477,0.878661851,0.960441153,-7.308420392
KCNV1,ENSG00000164794,-0.034433599,5.670116882,-0.140831857,0.888907821,0.964129959,-7.310401532
RTN1,ENSG00000139970,-0.034475272,6.373819736,-0.090479306,0.928484531,0.974385151,-7.316383183
ONECUT2,ENSG00000119547,-0.034507298,5.530441818,-0.191251823,0.849567074,0.954026507,-7.301806355
LEP,ENSG00000174697,-0.034572576,5.584587189,-0.149038544,0.882482091,0.960726781,-7.309180079
ADRA1B,ENSG00000170214,-0.034574441,4.855776431,-0.172730172,0.863978828,0.956065184,-7.305266502
LSR,ENSG00000105699,-0.034613108,9.140717235,-0.103909428,0.917906089,0.971020283,-7.315042219
TRPV6,ENSG00000165125,-0.034689621,7.139840288,-0.211983686,0.83349808,0.949718434,-7.297516658
MYDGF,ENSG00000074842,-0.034839861,9.934647482,-0.159571285,0.87424702,0.960261108,-7.307511231
INS,ENSG00000254647,-0.034850162,5.920022332,-0.228804929,0.820513203,0.943191796,-7.293712944
APOBEC1,ENSG00000111701,-0.034890806,5.497507387,-0.169269758,0.866676814,0.957396644,-7.305873999
MISP,ENSG00000099812,-0.034961054,7.984298449,-0.206789726,0.837517298,0.951461616,-7.298632658
TUT1,ENSG00000149016,-0.035149363,7.149418019,-0.174089552,0.862919411,0.955610054,-7.305024497
LY9,ENSG00000122224,-0.035279886,6.695101175,-0.112167724,0.911408746,0.970173206,-7.314125714
PELI1,ENSG00000197329,-0.035301098,8.690600752,-0.101852256,0.919525513,0.971815981,-7.315259632
CYREN,ENSG00000122783,-0.035313296,8.573744584,-0.13892722,0.89040024,0.965021181,-7.310675136
PPFIA3,ENSG00000177380,-0.035408148,7.413195511,-0.131353844,0.896338493,0.967505406,-7.311726246
XDH,ENSG00000158125,-0.035433545,7.295445069,-0.158985793,0.874704424,0.96043216,-7.307606984
H4C5,ENSG00000276966,-0.035458257,7.088294119,-0.129530962,0.897768731,0.968101155,-7.311970459
MSX1,ENSG00000163132,-0.035488495,5.339201266,-0.19114829,0.849647492,0.954026507,-7.301826673
LLGL1,ENSG00000131899,-0.035524857,9.062601502,-0.12971776,0.897622153,0.968015942,-7.31194559
HS3ST1,ENSG00000002587,-0.035634561,6.321060996,-0.146469382,0.884492862,0.961236118,-7.30956989
NGDN,ENSG00000129460,-0.035647969,9.421257818,-0.123676725,0.902364311,0.969565525,-7.312731699
CYSLTR2,ENSG00000152207,-0.035677864,6.813962952,-0.18831659,0.851847611,0.954485951,-7.302378134
CCL7,ENSG00000108688,-0.035832806,5.626956988,-0.173932204,0.863042025,0.955610054,-7.305052606
ADH6,ENSG00000172955,-0.035865997,6.47119206,-0.167720141,0.867885537,0.957396644,-7.306142066
RAPGEF5,ENSG00000136237,-0.035963353,7.516667483,-0.119049272,0.905999303,0.970173206,-7.313308534
PPP3R1,ENSG00000221823,-0.03610869,8.272777577,-0.0837941,0.933755306,0.976434808,-7.316981647
AGR2,ENSG00000106541,-0.03613634,6.154643398,-0.17525153,0.862014041,0.955134488,-7.304816134
TRPM4,ENSG00000130529,-0.036251504,6.842380413,-0.188910728,0.851385888,0.954204802,-7.302263109
FKBP3,ENSG00000100442,-0.036292661,9.475165256,-0.111759013,0.911730164,0.970173206,-7.314172719
TMEM121,ENSG00000184986,-0.036305467,5.807146806,-0.168621532,0.8671824,0.957396644,-7.305986434
COL14A1,ENSG00000187955,-0.036337358,6.092740694,-0.185230003,0.854247144,0.954801789,-7.302969879
PSG11,ENSG00000243130,-0.036366338,6.409130239,-0.173564279,0.863328746,0.955610054,-7.305118234
MRPL52,ENSG00000172590,-0.036423391,6.558317718,-0.13107946,0.896553753,0.967603782,-7.311763224
MYBPC3,ENSG00000134571,-0.036543766,8.188943007,-0.166874071,0.86854562,0.957632363,-7.306287388
OR2S2,ENSG00000278889,-0.036596488,7.136144764,-0.157183794,0.876112473,0.960441153,-7.307899482
FRRS1L,ENSG00000260230,-0.036614485,5.259854156,-0.138270745,0.890914729,0.965186317,-7.310768577
EIF2S1,ENSG00000134001,-0.03664981,10.20498245,-0.126451215,0.900185897,0.969225413,-7.312375309
AP1B1,ENSG00000100280,-0.036670476,8.348714287,-0.173704126,0.863219761,0.955610054,-7.305093305
PRCP,ENSG00000137509,-0.036818023,9.842688048,-0.114541424,0.90954233,0.970173206,-7.313849329
ADAMTS2,ENSG00000087116,-0.036941468,7.34889478,-0.159679897,0.874162174,0.960261108,-7.307493429
ERBB4,ENSG00000178568,-0.036973803,8.578624696,-0.034829124,0.972437804,0.992215219,-7.319965631
GRK1,ENSG00000185974,-0.037010607,6.203394713,-0.174546034,0.862563715,0.955374157,-7.304942807
BACE2,ENSG00000182240,-0.037108482,8.00822085,-0.095930664,0.924188975,0.973210514,-7.315861206
GOLIM4,ENSG00000173905,-0.037235531,6.807826705,-0.117943875,0.906867932,0.970173206,-7.313443076
RAB3A,ENSG00000105649,-0.037240716,6.873399603,-0.120051113,0.905212152,0.970173206,-7.313185513
DSPP,ENSG00000152591,-0.037424086,4.463229194,-0.198416689,0.844005892,0.953240358,-7.3003736
RIT2,ENSG00000152214,-0.037451809,4.726369872,-0.136608504,0.892217668,0.96547024,-7.3110032
CABP5,ENSG00000105507,-0.03755295,5.617054208,-0.195806504,0.846030922,0.954026507,-7.300901644
ZNF484,ENSG00000127081,-0.037691955,5.154772882,-0.184823553,0.854563227,0.954801789,-7.303047075
TGFB3,ENSG00000119699,-0.037769921,7.868958715,-0.131065522,0.896564688,0.967603782,-7.3117651
TRAPPC11,ENSG00000168538,-0.037912472,5.481083958,-0.106733082,0.915683865,0.970173206,-7.314736726
HOXD12,ENSG00000170178,-0.037939521,4.718947457,-0.192223668,0.848812286,0.954026507,-7.301615097
TRPC6,ENSG00000137672,-0.037967192,5.796789833,-0.17853492,0.859456779,0.954801789,-7.304219889
DECR2,ENSG00000242612,-0.038215481,9.184333338,-0.184435906,0.854864711,0.954801789,-7.303120542
MYH6,ENSG00000197616,-0.038270108,4.761515531,-0.243268694,0.809389099,0.937493848,-7.290210984
LARS1,ENSG00000133706,-0.038286595,9.43607331,-0.14399092,0.886433385,0.962083432,-7.309939525
OR1E3,ENSG00000142163,-0.038372189,7.200993204,-0.164703472,0.870239507,0.958363828,-7.306656859
SPICE1,ENSG00000163611,-0.038380291,4.4449179,-0.210077393,0.834972694,0.95018708,-7.29792946
GDF7,ENSG00000143869,-0.038407298,6.714283599,-0.188449287,0.851744484,0.954457395,-7.302352475
PIK3R2,ENSG00000105647,-0.038436913,6.932381387,-0.149296974,0.882279873,0.960588763,-7.309140493
SIDT1,ENSG00000072858,-0.038506504,5.024952242,-0.200840436,0.842126472,0.952393861,-7.299877029
PCDHA2,ENSG00000204969,-0.038572153,5.298208246,-0.217388274,0.829320714,0.947265744,-7.296326098
OR5I1,ENSG00000167825,-0.038642924,6.182463728,-0.155793028,0.877199474,0.960441153,-7.308122954
FANCE,ENSG00000112039,-0.03875581,7.811254687,-0.107183388,0.915329536,0.970173206,-7.31468725
CHD8,ENSG00000100888,-0.038966286,9.300398403,-0.134687647,0.8937237,0.965992826,-7.311270796
IVL,ENSG00000163207,-0.038968829,6.04528338,-0.228732542,0.820568974,0.943191796,-7.293729932
BMP1,ENSG00000168487,-0.038993918,8.153971512,-0.251249658,0.803268013,0.934455971,-7.288187113
CCDC9,ENSG00000105321,-0.038998128,8.384946398,-0.170564441,0.865667194,0.957036125,-7.305648146
BMP10,ENSG00000163217,-0.039009138,6.559587639,-0.163883997,0.870879169,0.958508588,-7.30679509
GIMAP5,ENSG00000196329,-0.039039243,5.328847854,-0.235030549,0.81572028,0.941127923,-7.29223181
CABP2,ENSG00000167791,-0.039143311,5.961984325,-0.173378145,0.863473805,0.955643482,-7.305151382
ANAPC5,ENSG00000089053,-0.039273612,10.47460722,-0.204954946,0.838938166,0.951488276,-7.299020289
BCAT1,ENSG00000060982,-0.039301851,7.212407632,-0.184617962,0.854723119,0.954801789,-7.303086058
APOOL,ENSG00000155008,-0.039386087,7.632305813,-0.136757921,0.892100535,0.96547024,-7.310982226
MUC2,ENSG00000198788,-0.039458893,6.936879405,-0.181749547,0.856954571,0.954801789,-7.30362543
CDC25A,ENSG00000164045,-0.039481308,9.807777319,-0.12127324,0.904252053,0.96988538,-7.313034048
PPP1R37,ENSG00000104866,-0.039527057,5.825824503,-0.19090533,0.849836214,0.954026507,-7.301874311
PRX,ENSG00000105227,-0.039554598,7.451756675,-0.21851867,0.828447633,0.946938906,-7.296073308
