"gene","HR","95% CI","p.value"
"ENSG00000177504",1.72,"(1.2-2.5)",0.00376
"ENSG00000189253",3.25,"(1-10)",0.0432
"ENSG00000254831",3050000,"(2200-4.3e+09)",5.38e-05
"ENSG00000252131",9.49,"(1.1-85)",0.0441
"ENSG00000260944",14.4,"(1.5-130)",0.0193
"ENSG00000223874",3.19,"(1.5-6.7)",0.00245
"ENSG00000186452",49.2,"(1.5-1600)",0.0274
"ENSG00000262869",863,"(4.2-180000)",0.0129
"ENSG00000200021",46.8,"(1.5-1400)",0.027
"ENSG00000130201",1.91,"(1-3.5)",0.0362
"ENSG00000255362",2.7,"(1.2-6.3)",0.022
"ENSG00000173250",5.65,"(1.6-20)",0.0065
"ENSG00000254029",0.000134,"(2.5e-08-0.72)",0.0419
"ENSG00000056736",1.99,"(1.1-3.8)",0.0349
"ENSG00000183318",902,"(8.2-1e+05)",0.00458
"ENSG00000230680",7400000,"(270-2e+11)",0.00238
"ENSG00000234361",13800,"(18-1.1e+07)",0.00499
"ENSG00000230427",1.38e+08,"(4800-4e+12)",0.000349
"ENSG00000231654",15.5,"(1.3-190)",0.0306
"ENSG00000122515",0.371,"(0.17-0.79)",0.0107
"ENSG00000240086",1.91,"(1.1-3.3)",0.0234
"ENSG00000275793",305,"(4.5-21000)",0.00775
"ENSG00000277332",98.8,"(5.2-1900)",0.0022
"ENSG00000168569",2.51,"(1-6.2)",0.0467
"ENSG00000157890",3.48,"(1.1-11)",0.0337
"ENSG00000253165",3.27e+36,"(2e+19-5.4e+53)",3.24e-05
"ENSG00000250787",30.2,"(1.2-770)",0.0395
"ENSG00000215520",3.56e-06,"(1.4e-11-0.93)",0.0487
"ENSG00000216642",12800000,"(54-3.1e+12)",0.00957
"ENSG00000186795",558000,"(76-4.1e+09)",0.00357
"ENSG00000237481",18.3,"(1.2-280)",0.0373
"ENSG00000232259",133,"(1.2-15000)",0.042
"ENSG00000267533",207,"(3.2-14000)",0.0123
"ENSG00000233625",422,"(1.3-140000)",0.0418
"ENSG00000253927",4.9e+16,"(77000-3.1e+28)",0.00557
"ENSG00000223597",117,"(3.1-4400)",0.01
"ENSG00000279752",6.13e+13,"(78-4.8e+25)",0.0231
"ENSG00000229628",118,"(1.7-8200)",0.027
"ENSG00000229871",13800,"(2.1-9.1e+07)",0.0336
"ENSG00000135480",1.42,"(1-1.9)",0.0287
"ENSG00000226650",7250,"(3.8-1.4e+07)",0.021
"ENSG00000206887",24.9,"(1.3-460)",0.0312
"ENSG00000238185",860,"(15-50000)",0.0011
"ENSG00000266588",18.8,"(1.3-280)",0.0336
"ENSG00000161714",1.94,"(1-3.6)",0.04
"ENSG00000253679",16.1,"(2.3-110)",0.00495
"ENSG00000254373",23.6,"(1.4-410)",0.0303
"ENSG00000258167",51600000,"(92-2.9e+13)",0.00853
"ENSG00000229240",1530,"(4.7-5e+05)",0.0131
"ENSG00000259290",1380,"(6.2-310000)",0.00877
"ENSG00000252346",1800,"(1.9-1700000)",0.0321
"ENSG00000206026",6.2e+09,"(410-9.4e+16)",0.00754
"ENSG00000199318",11.4,"(1.2-100)",0.0316
"ENSG00000226258",47.1,"(2.2-1000)",0.0134
"ENSG00000265286",260,"(1.1-62000)",0.0467
"ENSG00000160808",1.72,"(1.2-2.5)",0.00551
"ENSG00000234203",0.0127,"(0.00027-0.6)",0.0267
"ENSG00000243455",0.00351,"(5.9e-05-0.21)",0.00663
"ENSG00000259376",2.62,"(1-6.7)",0.0435
"ENSG00000224582",17.4,"(2.7-110)",0.00288
"ENSG00000222007",1670,"(3-920000)",0.0213
"ENSG00000280734",0.0184,"(0.00043-0.8)",0.0376
"ENSG00000197587",1.49,"(1-2.1)",0.0304
"ENSG00000278880",8570,"(8.8-8400000)",0.00991
"ENSG00000251969",429,"(1.7-110000)",0.0319
"ENSG00000249419",5.63e+15,"(30000-1e+27)",0.00614
"ENSG00000260858",1300000,"(9-1.9e+11)",0.0202
"ENSG00000258464",2.8e+17,"(1300000-6.2e+28)",0.00258
"ENSG00000260706",2.07e+16,"(18000-2.4e+28)",0.00804
"ENSG00000266505",2.9e+23,"(1.1e+08-7.7e+38)",0.00287
"ENSG00000231384",1230,"(5.9-260000)",0.00908
"ENSG00000235518",769,"(5.5-110000)",0.00836
"ENSG00000280671",19000,"(48-7500000)",0.00125
"ENSG00000231427",5.3e+08,"(1500-1.8e+14)",0.00203
"ENSG00000260564",1.19e+21,"(4.5e+08-3.1e+33)",0.000881
"ENSG00000137707",11.3,"(1.3-100)",0.0304
"ENSG00000257582",7.67,"(2.5-24)",0.000375
"ENSG00000161652",5.56,"(2-15)",0.001
"ENSG00000215923",24.4,"(2.8-210)",0.0039
"ENSG00000260125",95500,"(57-1.6e+08)",0.00246
"ENSG00000183977",35.1,"(3.4-360)",0.00279
"ENSG00000225563",1150,"(4.8-280000)",0.0118
"ENSG00000228627",8.75e+11,"(11000-6.7e+19)",0.00299
"ENSG00000233395",8.72e+42,"(3.8e+18-2e+67)",0.000549
"ENSG00000258874",15.5,"(2.9-83)",0.00144
"ENSG00000248457",175000,"(770-4e+07)",1.3e-05
"ENSG00000230928",39.7,"(1.1-1500)",0.0456
"ENSG00000264151",27800,"(15-5e+07)",0.0075
"ENSG00000199784",4080,"(1.5-1.1e+07)",0.0394
"ENSG00000162763",60.7,"(3.3-1100)",0.00574
"ENSG00000241213",135,"(1.8-9900)",0.0252
"ENSG00000253141",1740000,"(3.7-8.1e+11)",0.0309
"ENSG00000258829",51600000,"(170-1.6e+13)",0.00593
"ENSG00000242653",9.72,"(1.8-51)",0.00731
"ENSG00000248929",6.57e+15,"(4400000-9.9e+24)",0.000729
"ENSG00000256496",2.72e+32,"(6.4e+07-1.2e+57)",0.00985
"ENSG00000216913",7.22e+21,"(9300-5.6e+39)",0.0166
"ENSG00000236334",1.29e-35,"(8.9e-68-0.0019)",0.0335
"ENSG00000167139",5.73,"(1.8-18)",0.00341
"ENSG00000271353",1.88e+08,"(97-3.7e+14)",0.00993
"ENSG00000205989",12200000,"(6.3-2.4e+13)",0.0272
"ENSG00000243620",1.49,"(1-2.2)",0.0464
"ENSG00000265370",8.87,"(1.7-46)",0.00891
"ENSG00000233901",1.83,"(1.1-3.1)",0.0254
"ENSG00000227660",541,"(5.8-51000)",0.0066
"ENSG00000257906",10.1,"(1.2-83)",0.0316
"ENSG00000204694",2.63e+19,"(70-9.9e+36)",0.0303
"ENSG00000258928",86.4,"(5-1500)",0.00217
"ENSG00000225209",33200,"(4.3-2.5e+08)",0.0225
"ENSG00000259294",0.000183,"(1.3e-07-0.26)",0.0204
"ENSG00000275157",177,"(6.5-4800)",0.00208
"ENSG00000258866",3.63e+18,"(330000-4e+31)",0.00528
"ENSG00000261637",58.8,"(3.4-1000)",0.00528
"ENSG00000199306",11,"(1.8-69)",0.00996
"ENSG00000234945",25.2,"(1-630)",0.0491
"ENSG00000255089",449,"(9.2-22000)",0.00206
"ENSG00000266150",227,"(3.6-14000)",0.0104
"ENSG00000219298",274000,"(85-8.8e+08)",0.00238
"ENSG00000218792",5.69e-06,"(4e-10-0.081)",0.0134
"ENSG00000237092",1460,"(4.3-5e+05)",0.0142
"ENSG00000231924",10.7,"(1.6-70)",0.0134
"ENSG00000234736",49500,"(12-2.1e+08)",0.0113
"ENSG00000256286",266,"(2-35000)",0.0249
"ENSG00000225652",44300,"(69-2.8e+07)",0.00118
"ENSG00000239819",0.699,"(0.49-0.99)",0.0432
"ENSG00000261543",307,"(4.2-22000)",0.00889
"ENSG00000272371",16.8,"(1.8-150)",0.0122
"ENSG00000226947",2680,"(28-250000)",0.000667
"ENSG00000266449",16.9,"(2.2-130)",0.00684
"ENSG00000227586",0.0189,"(0.0011-0.32)",0.00606
"ENSG00000274280",15.6,"(1.6-150)",0.019
"ENSG00000143278",33.8,"(1.2-980)",0.0401
"ENSG00000248203",793000,"(96-6.6e+09)",0.00317
"ENSG00000270497",6.09,"(1.9-20)",0.00279
"ENSG00000162576",1.26,"(1-1.6)",0.0425
"ENSG00000257497",3.23,"(1.1-9.3)",0.0294
"ENSG00000165807",3.63,"(1.2-11)",0.0228
"ENSG00000223087",182,"(2.8-12000)",0.0148
"ENSG00000232036",4.02e+08,"(4600-3.5e+13)",0.000645
"ENSG00000243828",86.1,"(2.8-2700)",0.0111
"ENSG00000258990",1.26e+18,"(1300000-1.3e+30)",0.00311
"ENSG00000255332",214000,"(8.3-5.5e+09)",0.0178
"ENSG00000230673",0.281,"(0.1-0.77)",0.014
"ENSG00000185198",0.00686,"(9.6e-05-0.49)",0.0222
"ENSG00000227101",338,"(1.4-81000)",0.0373
"ENSG00000170175",2.65,"(1.2-5.9)",0.0182
"ENSG00000249240",3760000,"(47-3e+11)",0.00857
"ENSG00000275863",0.338,"(0.12-0.99)",0.0481
"ENSG00000232117",2.78e+09,"(1300-6.1e+15)",0.00351
"ENSG00000227585",3.56e+15,"(70000-1.8e+26)",0.0044
"ENSG00000183032",5.12,"(1.1-24)",0.0388
"ENSG00000255282",295,"(4.8-18000)",0.00688
"ENSG00000238644",1400,"(5.6-350000)",0.0102
"ENSG00000228329",75.7,"(3.3-1700)",0.00673
"ENSG00000248408",1350000,"(32-5.7e+10)",0.0094
"ENSG00000215296",666,"(9.1-49000)",0.00302
"ENSG00000164334",12.3,"(2.5-61)",0.00212
"ENSG00000134824",1.54,"(1.1-2.3)",0.025
"ENSG00000212710",55500,"(17-1.8e+08)",0.00819
"ENSG00000212556",123,"(6.2-2400)",0.00162
"ENSG00000261574",32.1,"(1.6-660)",0.0247
"ENSG00000230715",0.622,"(0.39-0.99)",0.0468
"ENSG00000278857",0.548,"(0.3-0.99)",0.0463
"ENSG00000266218",525,"(4.4-62000)",0.0102
"ENSG00000233300",11100000,"(6.4-1.9e+13)",0.0269
"ENSG00000239780",2.6e-25,"(1.7e-48-0.039)",0.0376
"ENSG00000258583",62.3,"(3.4-1200)",0.00548
"ENSG00000260276",0.28,"(0.08-0.98)",0.0472
"ENSG00000237754",8.99e+25,"(2e+12-4e+39)",0.000193
"ENSG00000259170",40.1,"(1.4-1200)",0.0321
"ENSG00000278953",7.59e+09,"(470-1.2e+17)",0.00719
"ENSG00000099869",2.33,"(1.2-4.4)",0.01
"ENSG00000259396",2170,"(5.5-860000)",0.0117
"ENSG00000261176",4900,"(15-1600000)",0.0041
"ENSG00000114124",52600,"(5.4-5.1e+08)",0.0203
"ENSG00000228902",7.65e+12,"(510-1.2e+23)",0.0131
"ENSG00000279065",7.91e+20,"(7.1e+11-8.9e+29)",6.01e-06
"ENSG00000224367",14.6,"(1.1-190)",0.0424
"ENSG00000248482",2.49e+08,"(6400-9.7e+12)",0.000339
"ENSG00000224532",615000,"(23-1.6e+10)",0.0103
"ENSG00000261407",16.9,"(2.6-110)",0.00339
"ENSG00000124196",1.93,"(1-3.6)",0.0438
"ENSG00000253711",858,"(9.6-76000)",0.00318
"ENSG00000251182",11700,"(2.4-5.6e+07)",0.0304
"ENSG00000211448",2.15,"(1.3-3.6)",0.0032
"ENSG00000239354",6.93,"(1.1-44)",0.0401
"ENSG00000254334",1210,"(4.4-340000)",0.0133
"ENSG00000225174",1120,"(2.3-550000)",0.0266
"ENSG00000125968",1.34,"(1-1.8)",0.0358
"ENSG00000232892",18300000,"(14-2.4e+13)",0.0201
"ENSG00000184313",14.1,"(1.3-160)",0.0309
"ENSG00000224250",1920,"(2.6-1400000)",0.025
"ENSG00000213698",1.96e+16,"(1500-2.5e+29)",0.0148
"ENSG00000281255",5.46,"(1.1-27)",0.0378
"ENSG00000278916",7.07,"(1.3-38)",0.0228
"ENSG00000008130",0.485,"(0.24-0.99)",0.0471
"ENSG00000155890",231,"(1.9-28000)",0.0261
"ENSG00000262395",5.92,"(1.4-25)",0.0151
"ENSG00000231983",997,"(6.9-140000)",0.00655
"ENSG00000173699",6.79,"(1.9-24)",0.00272
"ENSG00000185294",9.56,"(2.2-42)",0.00269
"ENSG00000270258",2.49e+09,"(66-9.4e+16)",0.0151
"ENSG00000266985",1240000,"(180-8.7e+09)",0.0019
"ENSG00000200718",2.26e+17,"(13000-3.9e+30)",0.0102
"ENSG00000253951",1.89e+10,"(44-8e+18)",0.0196
"ENSG00000132740",4.67,"(1.1-20)",0.0381
"ENSG00000248956",0.00606,"(5.3e-05-0.69)",0.0345
"ENSG00000280262",1780,"(13-240000)",0.00271
"ENSG00000233069",10.6,"(2.2-51)",0.0032
"ENSG00000241054",128,"(3.9-4200)",0.00648
"ENSG00000253824",4.57,"(1.1-18)",0.0331
"ENSG00000250433",184000,"(15-2.2e+09)",0.0115
"ENSG00000235943",197000,"(1.8-2.1e+10)",0.0393
"ENSG00000261261",2.26e+09,"(620-8.3e+15)",0.00522
"ENSG00000233536",4260,"(17-1100000)",0.00312
"ENSG00000238212",292,"(9-9500)",0.0014
"ENSG00000237651",0.331,"(0.13-0.87)",0.0247
"ENSG00000268433",0.663,"(0.45-0.98)",0.0381
"ENSG00000258736",7.49e-08,"(7.1e-15-0.79)",0.0468
"ENSG00000206852",6310,"(14-2900000)",0.00522
"ENSG00000263684",121,"(5.8-2600)",0.00204
"ENSG00000243063",0.686,"(0.48-0.97)",0.0339
"ENSG00000277593",6.85,"(1.2-40)",0.0332
"ENSG00000225582",88000,"(47-1.6e+08)",0.00306
"ENSG00000246876",113,"(1.2-10000)",0.0401
"ENSG00000253408",9.32,"(2.1-42)",0.00366
"ENSG00000243279",1.65,"(1-2.7)",0.0448
"ENSG00000258418",45800,"(17-1.2e+08)",0.00766
"ENSG00000234105",6.53e+08,"(65000-6.5e+12)",1.56e-05
"ENSG00000279851",3.26e-19,"(6.3e-35-0.0017)",0.0211
"ENSG00000279715",19400000,"(120-3.1e+12)",0.00604
"ENSG00000211938",0.584,"(0.36-0.95)",0.0313
"ENSG00000271968",4810,"(1.6-1.5e+07)",0.0385
"ENSG00000243370",420,"(1.4-120000)",0.0375
"ENSG00000231163",17.9,"(2.3-140)",0.00611
"ENSG00000250190",578,"(7.3-46000)",0.00439
"ENSG00000249623",1660,"(8.3-330000)",0.00603
"ENSG00000248752",182,"(5-6500)",0.00444
"ENSG00000243089",18700,"(35-1e+07)",0.00213
"ENSG00000271369",1.58,"(1.1-2.2)",0.00825
"ENSG00000254357",72.3,"(4.1-1300)",0.00339
"ENSG00000217835",0.00415,"(2.5e-05-0.69)",0.0354
"ENSG00000271564",6260000,"(34-1.2e+12)",0.0115
"ENSG00000218107",570,"(1.1-290000)",0.0454
"ENSG00000232479",0.000922,"(4.7e-06-0.18)",0.00957
"ENSG00000253740",26.2,"(3.4-200)",0.00172
"ENSG00000189252",7.73,"(1.9-31)",0.00388
"ENSG00000234052",973,"(8.4-110000)",0.00457
"ENSG00000222588",0.0213,"(0.00053-0.85)",0.0406
"ENSG00000279905",14300000,"(4-5.1e+13)",0.0323
"ENSG00000250600",9.63,"(2.5-38)",0.00115
"ENSG00000229175",5.63e+09,"(190-1.7e+17)",0.0105
"ENSG00000237761",340,"(1-110000)",0.0492
"ENSG00000270962",744000,"(4-1.4e+11)",0.0288
"ENSG00000277142",2.5,"(1-6.1)",0.0461
"ENSG00000253322",8.67e+08,"(1.5-4.9e+17)",0.0453
"ENSG00000238787",34000,"(80-1.4e+07)",0.000729
"ENSG00000250141",51.4,"(1.9-1400)",0.0189
"ENSG00000227627",55.6,"(1.6-2000)",0.0277
"ENSG00000183304",3.15,"(1.1-9.2)",0.0366
"ENSG00000233338",0.631,"(0.42-0.95)",0.0292
"ENSG00000197674",8.22e+40,"(1.5e+07-4.6e+74)",0.0175
"ENSG00000114547",3.68,"(1.4-9.4)",0.0064
"ENSG00000281809",4.27,"(1.4-13)",0.00981
"ENSG00000183559",14,"(2.6-76)",0.00218
"ENSG00000261564",231,"(1.6-33000)",0.0318
"ENSG00000214108",0.317,"(0.11-0.9)",0.0318
"ENSG00000157060",2.26,"(1.1-4.5)",0.0209
"ENSG00000201498",11.3,"(1.2-100)",0.0314
"ENSG00000227391",5.55e+24,"(7.7e+08-4e+40)",0.00223
"ENSG00000214691",8790,"(32-2400000)",0.00151
"ENSG00000173457",1.59,"(1-2.5)",0.0482
"ENSG00000257860",2980,"(13-7e+05)",0.00407
"ENSG00000203897",3.33,"(1.5-7.6)",0.00412
"ENSG00000234308",5.46e+09,"(100-3e+17)",0.0136
"ENSG00000224792",7.73,"(2-31)",0.00354
"ENSG00000149043",5.28,"(1.4-21)",0.0167
"ENSG00000274805",0.187,"(0.064-0.54)",0.00211
"ENSG00000263724",160,"(3.1-8300)",0.0119
"ENSG00000251010",1.33e+14,"(2700000-6.6e+21)",0.000322
"ENSG00000226297",2.32e+16,"(25-2.1e+31)",0.032
"ENSG00000250493",8.91e+34,"(5.1e+11-1.6e+58)",0.00321
"ENSG00000236769",5860,"(6.9-4900000)",0.0116
"ENSG00000088826",1.74,"(1-3)",0.0494
"ENSG00000278181",1.15e+12,"(280000-4.8e+18)",0.000355
"ENSG00000260573",34100,"(95-1.2e+07)",0.000503
"ENSG00000260648",7.66e+12,"(46-1.3e+24)",0.0245
"ENSG00000253236",42.8,"(1.9-950)",0.0176
"ENSG00000205562",2.68,"(1.1-6.6)",0.0307
"ENSG00000254372",26.1,"(2.3-290)",0.00834
"ENSG00000226304",81.7,"(1.8-3800)",0.0242
"ENSG00000258135",2.51e+18,"(19-3.4e+35)",0.0352
"ENSG00000238291",8.15e+21,"(3.1e+07-2.2e+36)",0.00291
"ENSG00000228851",1.47e-05,"(2.5e-10-0.85)",0.0468
"ENSG00000101162",482,"(5.6-42000)",0.00662
"ENSG00000188662",13.5,"(2.7-67)",0.00143
"ENSG00000236292",3460,"(8.1-1500000)",0.00836
"ENSG00000238645",3240,"(1.9-5500000)",0.0331
"ENSG00000104529",0.358,"(0.14-0.91)",0.0312
"ENSG00000261368",2300,"(27-2e+05)",0.000648
"ENSG00000251448",13.3,"(1.3-140)",0.0308
"ENSG00000203784",1.63,"(1.1-2.5)",0.0241
"ENSG00000277026",2070000,"(500-8.6e+09)",0.000627
"ENSG00000243300",28900,"(18-4.6e+07)",0.00634
"ENSG00000276236",4.45,"(1.3-15)",0.017
"ENSG00000259457",70200,"(4.4-1.1e+09)",0.0237
"ENSG00000264630",2.2e+08,"(270-1.8e+14)",0.00573
"ENSG00000215486",107,"(5.1-2300)",0.00264
"ENSG00000185070",1.46,"(1-2.1)",0.0371
"ENSG00000279585",4.15e+52,"(1.1e+19-1.5e+86)",0.00212
"ENSG00000223587",3430,"(17-670000)",0.00251
"ENSG00000225479",1.14e+08,"(730-1.8e+13)",0.00237
"ENSG00000223351",35500000,"(760-1.7e+12)",0.00153
"ENSG00000236336",25.9,"(2-330)",0.0123
"ENSG00000259038",1.88,"(1.1-3.1)",0.0119
"ENSG00000124449",2.62,"(1.2-5.7)",0.0157
"ENSG00000278564",6480,"(11-4e+06)",0.00741
"ENSG00000170983",1.61e+28,"(4e+09-6.5e+46)",0.00296
"ENSG00000196570",15.4,"(3.6-67)",0.000254
"ENSG00000242120",2940,"(23-370000)",0.00125
"ENSG00000258185",1030,"(2.2-480000)",0.0271
"ENSG00000234265",33.5,"(3.8-300)",0.0016
"ENSG00000139971",2.51,"(1.2-5.1)",0.011
"ENSG00000257067",699000,"(16-3e+10)",0.0136
"ENSG00000279762",82200,"(6.8-9.9e+08)",0.0182
"ENSG00000231749",60.1,"(4.8-750)",0.00147
"ENSG00000257095",623000,"(130-2.9e+09)",0.00198
"ENSG00000083093",0.524,"(0.29-0.96)",0.0349
"ENSG00000250392",8.66,"(1.3-60)",0.0287
"ENSG00000258868",375,"(22-6500)",4.66e-05
"ENSG00000251439",16300,"(12-2.2e+07)",0.00846
"ENSG00000256659",8170000,"(5.3-1.3e+13)",0.0286
"ENSG00000171067",2.49,"(1.1-5.7)",0.0288
"ENSG00000225999",2.74e+17,"(7100000-1.1e+28)",0.00125
"ENSG00000238738",448,"(1.5-140000)",0.0366
"ENSG00000228226",5.43e+13,"(210000-1.4e+22)",0.00139
"ENSG00000173464",1.03e+10,"(130-8.1e+17)",0.0129
"ENSG00000236048",87.5,"(4.1-1900)",0.00412
"ENSG00000130427",2.25,"(1.1-4.6)",0.0236
"ENSG00000278640",344,"(1-110000)",0.0486
"ENSG00000166152",7.8,"(2.2-28)",0.00166
"ENSG00000267685",172000,"(30-1e+09)",0.00642
"ENSG00000253093",211,"(8.7-5100)",0.00102
"ENSG00000265980",0.503,"(0.27-0.95)",0.0353
"ENSG00000252228",5490,"(2-1.5e+07)",0.0332
"ENSG00000243953",113000,"(7.6-1.7e+09)",0.0175
"ENSG00000240791",40700,"(34-4.8e+07)",0.00327
"ENSG00000169006",10.3,"(1.1-98)",0.0428
"ENSG00000249145",200,"(1.3-31000)",0.0392
"ENSG00000266581",36.7,"(1.1-1200)",0.0427
"ENSG00000187730",2.25,"(1.1-4.7)",0.0303
"ENSG00000250961",103,"(1.2-8900)",0.0417
"ENSG00000100439",1.86,"(1-3.4)",0.0395
"ENSG00000261067",0.0351,"(0.002-0.62)",0.022
"ENSG00000223817",1.17e+08,"(15-9e+14)",0.0217
"ENSG00000185433",15.1,"(1.2-190)",0.0361
"ENSG00000106648",19,"(2.3-160)",0.00663
"ENSG00000205786",5.86e+12,"(130000-2.6e+20)",0.00107
"ENSG00000161850",1.62e+15,"(37-7.1e+28)",0.0289
"ENSG00000199373",9590,"(1.6-5.9e+07)",0.0394
"ENSG00000251213",3.9e+07,"(4.1-3.7e+14)",0.033
"ENSG00000260102",1.02e+11,"(8000-1.3e+18)",0.0024
"ENSG00000232148",2.87e+31,"(1.7e+07-4.9e+55)",0.0109
"ENSG00000224311",2990,"(17-540000)",0.00252
"ENSG00000221093",95.9,"(1.7-5400)",0.0265
"ENSG00000250575",2.98,"(1.4-6.3)",0.00463
"ENSG00000257612",78.5,"(1.3-4700)",0.0369
"ENSG00000178947",1.42,"(1-2)",0.0413
"ENSG00000207996",44.8,"(1.1-1800)",0.0428
"ENSG00000168129",11700,"(15-9100000)",0.00574
"ENSG00000226785",5.15e+11,"(200-1.4e+21)",0.0148
"ENSG00000279460",1.88e+34,"(2.2e+10-1.6e+58)",0.00498
"ENSG00000249867",12700000,"(110-1.4e+12)",0.00582
"ENSG00000186118",2.37,"(1.1-5)",0.0223
"ENSG00000100312",3.37,"(1.4-8.3)",0.00833
"ENSG00000273293",4.1,"(1.2-15)",0.0292
"ENSG00000250803",22.4,"(2.1-240)",0.0103
"ENSG00000171722",8.91,"(2.5-31)",0.000655
"ENSG00000238151",0.278,"(0.11-0.68)",0.00476
"ENSG00000265935",4.06e+09,"(560-2.9e+16)",0.00605
"ENSG00000204648",317,"(2.2-46000)",0.023
"ENSG00000204300",24,"(2.8-200)",0.00359
"ENSG00000132423",1.82,"(1-3.2)",0.0387
"ENSG00000254417",141,"(5.2-3900)",0.00337
"ENSG00000231758",145,"(2.7-7900)",0.0146
"ENSG00000265489",92400,"(10-8.2e+08)",0.0137
"ENSG00000234394",7.83e-12,"(1.3e-22-0.47)",0.0435
"ENSG00000254580",174000,"(48-6.3e+08)",0.00386
"ENSG00000281506",72800,"(110-4.8e+07)",0.000729
"ENSG00000236052",6e+06,"(1200-2.9e+10)",0.000312
"ENSG00000235285",78.3,"(2.7-2300)",0.0111
"ENSG00000004809",19.2,"(2.2-170)",0.00741
"ENSG00000245080",137,"(4.4-4200)",0.00501
"ENSG00000267135",8370000,"(15-4.8e+12)",0.0184
"ENSG00000254825",6.59e+33,"(2.2e+08-2e+59)",0.00927
"ENSG00000223327",489,"(5.2-46000)",0.00766
"ENSG00000176927",329,"(6.9-16000)",0.00327
"ENSG00000226921",19.5,"(5.2-73)",1.13e-05
"ENSG00000214530",1.56,"(1-2.4)",0.0428
"ENSG00000228241",2.35e+13,"(93-5.9e+24)",0.0215
"ENSG00000172250",4.21,"(1.1-16)",0.0371
"ENSG00000228255",153,"(1.2-19000)",0.0413
"ENSG00000256972",355000,"(18-7e+09)",0.0114
"ENSG00000268975",5.3e-08,"(2.9e-15-0.98)",0.0498
"ENSG00000226780",13.8,"(2.9-67)",0.00107
"ENSG00000235431",4490,"(32-640000)",0.000884
"ENSG00000236961",62,"(2.7-1400)",0.00995
"ENSG00000257741",4240000,"(1200-1.5e+10)",0.000261
"ENSG00000237870",12600,"(32-5e+06)",0.002
"ENSG00000264377",3.87,"(1.5-10)",0.00638
"ENSG00000280156",1.67e+18,"(7.2e+08-3.9e+27)",0.000137
"ENSG00000249847",1.38e+08,"(14-1.4e+15)",0.0227
"ENSG00000160994",24.3,"(3.3-180)",0.00163
"ENSG00000267779",229000,"(25-2.1e+09)",0.00814
"ENSG00000242770",41.7,"(1-1700)",0.0495
"ENSG00000254120",322000,"(110-9.2e+08)",0.00177
"ENSG00000198471",4.79e+08,"(260-8.8e+14)",0.0066
"ENSG00000234182",9760000,"(34-2.8e+12)",0.0122
"ENSG00000172717",433,"(14-14000)",0.000593
"ENSG00000200616",894,"(5.4-150000)",0.00902
"ENSG00000228836",73.4,"(5.6-960)",0.00108
"ENSG00000165643",4.03,"(1.6-10)",0.00272
"ENSG00000272406",334000,"(420-2.6e+08)",0.000186
"ENSG00000267097",254,"(5.2-12000)",0.00522
"ENSG00000236306",381000,"(20-7.4e+09)",0.0108
"ENSG00000258538",1610,"(3.2-810000)",0.0198
"ENSG00000221614",10.2,"(1.6-66)",0.015
"ENSG00000258254",60.2,"(4-900)",0.00302
"ENSG00000165383",2.64,"(1.4-5)",0.00293
"ENSG00000266073",20900,"(50-8800000)",0.00125
"ENSG00000162592",8.6,"(1.3-59)",0.0286
"ENSG00000265740",48900,"(7.7-3.1e+08)",0.0157
"ENSG00000135749",0.353,"(0.13-0.95)",0.0392
"ENSG00000226159",1.1e+22,"(7300000-1.7e+37)",0.00443
"ENSG00000249960",51700,"(20-1.3e+08)",0.00668
"ENSG00000235138",21.9,"(1.7-290)",0.0183
"ENSG00000183423",8.86,"(1.1-73)",0.0425
"ENSG00000249001",15,"(2-110)",0.00875
"ENSG00000214581",4.2e+32,"(1.2e+13-1.5e+52)",0.00107
"ENSG00000228689",2.05e+08,"(65-6.4e+14)",0.0121
"ENSG00000225334",86.4,"(4.5-1700)",0.00316
"ENSG00000277710",4.64e+08,"(730-2.9e+14)",0.00341
"ENSG00000267011",9.27,"(1-86)",0.0496
"ENSG00000261924",24.5,"(1.3-480)",0.0351
"ENSG00000281120",700,"(1.4-350000)",0.0384
"ENSG00000234699",5.99,"(2-18)",0.00121
"ENSG00000206638",10.8,"(1.1-110)",0.0409
"ENSG00000228938",46.7,"(2.3-940)",0.0122
"ENSG00000274944",578000,"(170-2e+09)",0.00142
"ENSG00000184601",2.79,"(1.2-6.4)",0.0148
"ENSG00000207258",23.6,"(1.4-400)",0.0289
"ENSG00000254000",158000,"(55-4.5e+08)",0.00324
"ENSG00000199643",2730000,"(13-5.6e+11)",0.0175
"ENSG00000213417",1.15e+21,"(2-6.6e+41)",0.0467
"ENSG00000281342",287,"(4.2-19000)",0.00848
"ENSG00000256551",414,"(3-56000)",0.0162
"ENSG00000225873",7.72,"(2.4-25)",0.000562
"ENSG00000250078",1510,"(10-220000)",0.00409
"ENSG00000233993",1.63e+13,"(2.1-1.3e+26)",0.0447
"ENSG00000234119",2.03e+42,"(4.1-9.9e+83)",0.0467
"ENSG00000254906",3360000,"(6-1.9e+12)",0.0261
"ENSG00000179636",4.12,"(1.8-9.5)",0.000941
"ENSG00000280742",5.31,"(1.1-25)",0.0327
"ENSG00000259465",5.39e+17,"(7900-3.7e+31)",0.012
"ENSG00000187833",1010,"(5-2e+05)",0.0106
"ENSG00000231231",27,"(2.4-300)",0.00729
"ENSG00000268335",1.55e+08,"(3400-7.1e+12)",0.000568
"ENSG00000257986",133,"(1.8-9600)",0.0251
